12th	19525800.txt:1 
severed	19525800.txt:1 
shade	19525800.txt:5 
shakespeare	19525800.txt:2 
shall	19525800.txt:81 
sharp	19525800.txt:3 
sharpened	19525800.txt:2 
sheet	19525800.txt:6 
sherlock	19525800.txt:1 
shielded	19525800.txt:1 
shocking	19525800.txt:5 
shoot	19525800.txt:1 
shops	19525800.txt:1 
should	19525800.txt:178 
showed	19525800.txt:18 
shrink	19525800.txt:2 
shrouded	19525800.txt:1 
shrugged	19525800.txt:2 
shuddering	19525800.txt:3 
shut	19525800.txt:20 
shuts	19525800.txt:1 
shuttersbut	19525800.txt:1 
sickly	19525800.txt:1 
sickness	19525800.txt:1 
sigh	19525800.txt:2 
sighs	19525800.txt:2 
silent	19525800.txt:5 
silly	19525800.txt:9 
simple	19525800.txt:16 
simply	19525800.txt:3 
sink	19525800.txt:2 
sinking	19525800.txt:4 
sipped	19525800.txt:1 
sirmr	19525800.txt:1 
sistermrs	19525800.txt:1 
sitting	19525800.txt:18 
situated	19525800.txt:1 
skin	19525800.txt:2 
skirt	19525800.txt:2 
skulls	19525800.txt:1 
slander	19525800.txt:2 
slap	19525800.txt:1 
slavedriving	19525800.txt:1 
sleep	19525800.txt:27 
sleeping	19525800.txt:8 
slept	19525800.txt:7 
slightly	19525800.txt:3 
slipping	19525800.txt:1 
small	19525800.txt:31 
smallpox	19525800.txt:2 
smiling	19525800.txt:4 
smote	19525800.txt:1 
snare	19525800.txt:1 
snarled	19525800.txt:2 
snuffboxes	19525800.txt:1 
snuffcoloured	19525800.txt:1 
soar	19525800.txt:2 
sobbing	19525800.txt:5 
sock	19525800.txt:1 
soldierservant	19525800.txt:1 
solitude	19525800.txt:6 
somehow	19525800.txt:6 
songstress	19525800.txt:3 
sonne	19525800.txt:1 
soon	19525800.txt:56 
soothingly	19525800.txt:1 
sorely	19525800.txt:3 
sour	19525800.txt:5 
southern	19525800.txt:1 
spacious	19525800.txt:1 
spangled	19525800.txt:1 
sparest	19525800.txt:1 
sparrowgrass	19525800.txt:1 
speak	19525800.txt:44 
spectator	19525800.txt:2 
speedy	19525800.txt:1 
spelt	19525800.txt:1 
spending	19525800.txt:4 
spenserian	19525800.txt:1 
spindlelegged	19525800.txt:1 
spinningwheel	19525800.txt:2 
spire	19525800.txt:1 
spiteful	19525800.txt:1 
splendid	19525800.txt:6 
splendours	19525800.txt:2 
spoiltchild	19525800.txt:1 
sporting	19525800.txt:1 
spurning	19525800.txt:1 
squalor	19525800.txt:1 
squeaking	19525800.txt:1 
squire	19525800.txt:3 
squires	19525800.txt:6 
stables	19525800.txt:3 
staff	19525800.txt:2 
stage	19525800.txt:7 
staggering	19525800.txt:1 
stair	19525800.txt:7 
staircaseturret	19525800.txt:1 
star	19525800.txt:2 
staring	19525800.txt:3 
stars	19525800.txt:3 
station	19525800.txt:2 
stave	19525800.txt:1 
steadfast	19525800.txt:1 
steady	19525800.txt:2 
steal	19525800.txt:2 
stepson	19525800.txt:2 
sternly	19525800.txt:2 
stick	19525800.txt:2 
stifflyi	19525800.txt:1 
still	19525800.txt:84 
stirred	19525800.txt:2 
stockings	19525800.txt:5 
stokes	19525800.txt:1 
store	19525800.txt:5 
storms	19525800.txt:1 
story	19525800.txt:12 
strawberries	19525800.txt:3 
strength	19525800.txt:4 
strenuously	19525800.txt:1 
strict	19525800.txt:2 
strip	19525800.txt:1 
stronger	19525800.txt:2 
strove	19525800.txt:2 
structure	19525800.txt:2 
struggling	19525800.txt:1 
stuff	19525800.txt:3 
stupid	19525800.txt:2 
submit	19525800.txt:5 
subordinates	19525800.txt:1 
subscribed	19525800.txt:1 
successfully	19525800.txt:2 
successive	19525800.txt:1 
suddenly	19525800.txt:6 
suffered	19525800.txt:6 
suggested	19525800.txt:6 
suitable	19525800.txt:3 
sulks	19525800.txt:1 
summa	19525800.txt:1 
summer	19525800.txt:11 
summers	19525800.txt:1 
summoned	19525800.txt:1 
sun	19525800.txt:7 
sunday	19525800.txt:40 
sundays	19525800.txt:4 
sunning	19525800.txt:1 
suns	19525800.txt:1 
sunshine	19525800.txt:5 
supperroom	19525800.txt:1 
supply	19525800.txt:3 
supposing	19525800.txt:4 
sure	19525800.txt:37 
surface	19525800.txt:1 
surprised	19525800.txt:6 
suspect	19525800.txt:4 
suspected	19525800.txt:5 
suspended	19525800.txt:3 
sustain	19525800.txt:1 
sustained	19525800.txt:1 
sway	19525800.txt:2 
sweet	19525800.txt:64 
sweetness	19525800.txt:1 
swing	19525800.txt:3 
sympathy	19525800.txt:2 
taking	19525800.txt:27 
tale	19525800.txt:5 
talents	19525800.txt:1 
tales	19525800.txt:5 
talker	19525800.txt:1 
tantrums	19525800.txt:1 
taught	19525800.txt:12 
teach	19525800.txt:3 
teaching	19525800.txt:3 
teaservice	19525800.txt:1 
telemaque	19525800.txt:2 
temper	19525800.txt:9 
tempers	19525800.txt:1 
ten	19525800.txt:16 
tenantry	19525800.txt:1 
tentstitch	19525800.txt:1 
terriers	19525800.txt:1 
terrify	19525800.txt:1 
than	19525800.txt:192 
thee	19525800.txt:11 
theresa	19525800.txt:1 
therethey	19525800.txt:1 
these	19525800.txt:63 
they	19525800.txt:343 
thicket	19525800.txt:2 
things	19525800.txt:27 
think	19525800.txt:85 
thisthat	19525800.txt:1 
thoroughfare	19525800.txt:2 
those	19525800.txt:76 
threat	19525800.txt:6 
threats	19525800.txt:3 
throat	19525800.txt:5 
throbs	19525800.txt:1 
thus	19525800.txt:51 
tide	19525800.txt:4 
tidy	19525800.txt:1 
tie	19525800.txt:1 
tied	19525800.txt:12 
tightly	19525800.txt:1 
tightlylaced	19525800.txt:1 
till	19525800.txt:100 
timber	19525800.txt:2 
timbers	19525800.txt:1 
timefor	19525800.txt:1 
tingled	19525800.txt:1 
tinselled	19525800.txt:1 
tint	19525800.txt:1 
tinted	19525800.txt:1 
tints	19525800.txt:1 
tiny	19525800.txt:8 
titanias	19525800.txt:1 
tithe	19525800.txt:1 
to	19525800.txt:3068 
tobacconist	19525800.txt:1 
toilettetable	19525800.txt:1 
toiling	19525800.txt:1 
tokay	19525800.txt:2 
tongue	19525800.txt:4 
tongues	19525800.txt:6 
tonson	19525800.txt:1 
topics	19525800.txt:1 
tore	19525800.txt:5 
tormented	19525800.txt:1 
torments	19525800.txt:1 
toss	19525800.txt:1 
tossed	19525800.txt:2 
touch	19525800.txt:7 
touched	19525800.txt:9 
touches	19525800.txt:1 
trace	19525800.txt:2 
tradesman	19525800.txt:1 
tradition	19525800.txt:2 
trafficked	19525800.txt:1 
train	19525800.txt:2 
trained	19525800.txt:4 
training	19525800.txt:2 
traitor	19525800.txt:2 
traits	19525800.txt:1 
trampling	19525800.txt:3 
transacted	19525800.txt:1 
transcendent	19525800.txt:1 
transfixed	19525800.txt:1 
translate	19525800.txt:1 
transmitting	19525800.txt:1 
transports	19525800.txt:2 
trappings	19525800.txt:1 
treasure	19525800.txt:1 
tree	19525800.txt:3 
trees	19525800.txt:9 
trespass	19525800.txt:1 
triad	19525800.txt:6 
triumphant	19525800.txt:2 
troubles	19525800.txt:5 
trundling	19525800.txt:1 
trusts	19525800.txt:1 
truth	19525800.txt:13 
tumbling	19525800.txt:2 
tumult	19525800.txt:1 
turkish	19525800.txt:1 
turn	19525800.txt:20 
turned	19525800.txt:20 
turnover	19525800.txt:1 
turns	19525800.txt:3 
twas	19525800.txt:4 
twelve	19525800.txt:4 
twenty	19525800.txt:5 
twilight	19525800.txt:8 
twoyes	19525800.txt:1 
uglier	19525800.txt:1 
un	19525800.txt:1 
unbroken	19525800.txt:2 
uncertainties	19525800.txt:1 
unclasp	19525800.txt:1 
uncomfortable	19525800.txt:1 
undecorated	19525800.txt:1 
under	19525800.txt:66 
understanding	19525800.txt:3 
undertone	19525800.txt:1 
undid	19525800.txt:1 
ungracious	19525800.txt:1 
unhappy	19525800.txt:5 
unheeding	19525800.txt:1 
uniform	19525800.txt:8 
unintentionally	19525800.txt:1 
unladylike	19525800.txt:1 
unlike	19525800.txt:4 
unobtrusive	19525800.txt:1 
unpacking	19525800.txt:2 
unpractical	19525800.txt:1 
unprotected	19525800.txt:2 
unreservedly	19525800.txt:1 
unshaken	19525800.txt:1 
unspeakably	19525800.txt:2 
unsuccessful	19525800.txt:1 
unwary	19525800.txt:1 
unwillingly	19525800.txt:2 
unworthily	19525800.txt:1 
upbraiding	19525800.txt:1 
uplifted	19525800.txt:2 
upstairs	19525800.txt:1 
us	19525800.txt:68 
usually	19525800.txt:5 
uttering	19525800.txt:2 
utterly	19525800.txt:8 
vacate	19525800.txt:1 
valley	19525800.txt:2 
valve	19525800.txt:1 
vegetate	19525800.txt:1 
vehemence	19525800.txt:1 
veil	19525800.txt:1 
velvety	19525800.txt:1 
venetian	19525800.txt:1 
verge	19525800.txt:1 
vessel	19525800.txt:2 
vexation	19525800.txt:4 
viewing	19525800.txt:2 
vile	19525800.txt:4 
villain	19525800.txt:3 
villains	19525800.txt:2 
vindicate	19525800.txt:1 
volubly	19525800.txt:1 
waggon	19525800.txt:5 
wainscoted	19525800.txt:3 
waist	19525800.txt:3 
waistcoat	19525800.txt:3 
wait	19525800.txt:26 
waited	19525800.txt:7 
wall	19525800.txt:9 
walled	19525800.txt:2 
walls	19525800.txt:11 
walpole	19525800.txt:3 
wanderer	19525800.txt:3 
want	19525800.txt:17 
wanted	19525800.txt:10 
wants	19525800.txt:6 
wardship	19525800.txt:1 
wasnt	19525800.txt:2 
wasted	19525800.txt:7 
watched	19525800.txt:6 
watches	19525800.txt:1 
water	19525800.txt:7 
waxed	19525800.txt:2 
way	19525800.txt:81 
waylay	19525800.txt:1 
ways	19525800.txt:11 
wealthy	19525800.txt:1 
weaned	19525800.txt:1 
weary	19525800.txt:6 
weathercock	19525800.txt:1 
weddingringand	19525800.txt:1 
weene	19525800.txt:1 
weeping	19525800.txt:3 
weigh	19525800.txt:1 
weight	19525800.txt:3 
wellborn	19525800.txt:1 
wellbred	19525800.txt:3 
wellpolished	19525800.txt:1 
wellpreserved	19525800.txt:1 
wellthumbed	19525800.txt:1 
wellwisher	19525800.txt:2 
western	19525800.txt:1 
whatever	19525800.txt:13 
whatsname	19525800.txt:1 
wheels	19525800.txt:1 
whereas	19525800.txt:5 
whereupon	19525800.txt:3 
wherry	19525800.txt:2 
while	19525800.txt:121 
whipping	19525800.txt:1 
whisht	19525800.txt:1 
whispers	19525800.txt:1 
whistling	19525800.txt:1 
whitecapped	19525800.txt:1 
whitfield	19525800.txt:2 
whoop	19525800.txt:3 
whywhy	19525800.txt:1 
widowhood	19525800.txt:1 
wife	19525800.txt:38 
wifes	19525800.txt:5 
wig	19525800.txt:10 
wigs	19525800.txt:1 
wild	19525800.txt:10 
william	19525800.txt:1 
willingly	19525800.txt:3 
wing	19525800.txt:5 
winged	19525800.txt:1 
wings	19525800.txt:10 
wishing	19525800.txt:2 
wistfully	19525800.txt:2 
withdrawing	19525800.txt:1 
withdrawingroom	19525800.txt:1 
witness	19525800.txt:1 
wonderfully	19525800.txt:4 
wondering	19525800.txt:8 
woodlands	19525800.txt:1 
world	19525800.txt:28 
worsted	19525800.txt:1 
wouldnt	19525800.txt:6 
wound	19525800.txt:8 
wrapping	19525800.txt:1 
wrathful	19525800.txt:1 
wreaths	19525800.txt:1 
wretch	19525800.txt:5 
writingcase	19525800.txt:1 
written	19525800.txt:17 
wrong	19525800.txt:11 
xxviii	19525800.txt:2 
xxxvii	19525800.txt:2 
yard	19525800.txt:5 
yards	19525800.txt:1 
ye	19525800.txt:8 
yearned	19525800.txt:1 
yearnings	19525800.txt:3 
yellow	19525800.txt:8 
yes	19525800.txt:48 
yielding	19525800.txt:2 
yon	19525800.txt:1 
young	19525800.txt:238 
youngest	19525800.txt:7 
yourself	19525800.txt:22 
20th	19525800.txt:1 
5th	19525800.txt:1 
abbeythe	19525800.txt:1 
ability	19525800.txt:2 
absently	19525800.txt:1 
absurd	19525800.txt:2 
absurdity	19525800.txt:4 
access	19525800.txt:2 
accompanied	19525800.txt:5 
accompanies	19525800.txt:1 
accomplished	19525800.txt:2 
accounts	19525800.txt:5 
accusation	19525800.txt:2 
achievements	19525800.txt:1 
acknowledged	19525800.txt:3 
acquiescence	19525800.txt:2 
across	19525800.txt:11 
acted	19525800.txt:5 
active	19525800.txt:3 
adams	19525800.txt:1 
added	19525800.txt:43 
addressed	19525800.txt:8 
addresses	19525800.txt:1 
adhering	19525800.txt:1 
admire	19525800.txt:2 
admission	19525800.txt:6 
admitted	19525800.txt:7 
ado	19525800.txt:5 
adopting	19525800.txt:1 
advancing	19525800.txt:1 
advantage	19525800.txt:9 
advisable	19525800.txt:1 
advise	19525800.txt:2 
afeard	19525800.txt:2 
affairindeed	19525800.txt:1 
afloat	19525800.txt:1 
afteroh	19525800.txt:1 
agency	19525800.txt:2 
agreeable	19525800.txt:2 
agreed	19525800.txt:5 
aha	19525800.txt:1 
aided	19525800.txt:2 
aint	19525800.txt:9 
alarming	19525800.txt:2 
alike	19525800.txt:9 
all	19525800.txt:395 
alli	19525800.txt:1 
allow	19525800.txt:13 
allowing	19525800.txt:1 
alls	19525800.txt:1 
almost	19525800.txt:35 
aloud	19525800.txt:3 
alternate	19525800.txt:4 
amazed	19525800.txt:6 
ambrose	19525800.txt:4 
amiability	19525800.txt:1 
amiable	19525800.txt:7 
amoretta	19525800.txt:2 
amounting	19525800.txt:1 
amounts	19525800.txt:1 
animal	19525800.txt:1 
annes	19525800.txt:1 
annihilate	19525800.txt:1 
announcing	19525800.txt:1 
annoyed	19525800.txt:2 
answer	19525800.txt:18 
anticipated	19525800.txt:3 
antiquity	19525800.txt:1 
ants	19525800.txt:2 
anxiety	19525800.txt:15 
anxious	19525800.txt:9 
any	19525800.txt:102 
apparatus	19525800.txt:2 
apparent	19525800.txt:1 
apparition	19525800.txt:3 
appeared	19525800.txt:22 
appliances	19525800.txt:1 
applied	19525800.txt:5 
appreciated	19525800.txt:1 
appreciation	19525800.txt:2 
approve	19525800.txt:2 
arbour	19525800.txt:1 
archduchesses	19525800.txt:1 
archibalds	19525800.txt:1 
archies	19525800.txt:1 
aresfield	19525800.txt:15 
argument	19525800.txt:1 
arose	19525800.txt:2 
aroused	19525800.txt:3 
array	19525800.txt:1 
article	19525800.txt:2 
aside	19525800.txt:10 
at	19525800.txt:634 
attached	19525800.txt:2 
attract	19525800.txt:1 
attracted	19525800.txt:3 
attractions	19525800.txt:1 
attributed	19525800.txt:2 
auditor	19525800.txt:4 
auditors	19525800.txt:3 
authorwaiting	19525800.txt:1 
autumn	19525800.txt:1 
avast	19525800.txt:1 
averred	19525800.txt:1 
averse	19525800.txt:2 
avoidance	19525800.txt:1 
avowals	19525800.txt:1 
avowed	19525800.txt:1 
awaited	19525800.txt:4 
awaken	19525800.txt:2 
awakening	19525800.txt:4 
aware	19525800.txt:10 
awestruck	19525800.txt:1 
awful	19525800.txt:2 
awkwardness	19525800.txt:2 
ay	19525800.txt:8 
aylwards	19525800.txt:3 
b	19525800.txt:2 
backgammon	19525800.txt:1 
bag	19525800.txt:2 
bags	19525800.txt:3 
baize	19525800.txt:1 
balked	19525800.txt:1 
banishment	19525800.txt:1 
banter	19525800.txt:3 
barony	19525800.txt:1 
basketbox	19525800.txt:1 
basking	19525800.txt:2 
batley	19525800.txt:1 
battle	19525800.txt:3 
beak	19525800.txt:1 
bearers	19525800.txt:2 
beating	19525800.txt:3 
beau	19525800.txt:9 
beaux	19525800.txt:3 
bedfrightening	19525800.txt:1 
bedside	19525800.txt:1 
beetroot	19525800.txt:1 
beforebefore	19525800.txt:1 
beggar	19525800.txt:1 
begged	19525800.txt:11 
beguiled	19525800.txt:1 
behindrunners	19525800.txt:1 
beholden	19525800.txt:3 
belles	19525800.txt:7 
belong	19525800.txt:2 
beneficial	19525800.txt:1 
benignant	19525800.txt:1 
berlin	19525800.txt:1 
berth	19525800.txt:2 
besides	19525800.txt:18 
bespoke	19525800.txt:1 
bestowed	19525800.txt:7 
betimes	19525800.txt:1 
betrayedscott	19525800.txt:1 
betrothed	19525800.txt:2 
better	19525800.txt:63 
bewildered	19525800.txt:7 
beyond	19525800.txt:22 
bid	19525800.txt:8 
bids	19525800.txt:1 
billet	19525800.txt:6 
bin	19525800.txt:1 
bind	19525800.txt:2 
bitten	19525800.txt:1 
bitterly	19525800.txt:7 
bivalve	19525800.txt:1 
blackeyed	19525800.txt:1 
blame	19525800.txt:5 
blameless	19525800.txt:1 
blaming	19525800.txt:1 
blanch	19525800.txt:1 
blazed	19525800.txt:1 
blindly	19525800.txt:1 
block	19525800.txt:2 
blood	19525800.txt:13 
blossoms	19525800.txt:2 
blot	19525800.txt:1 
blueeyed	19525800.txt:1 
bluesashed	19525800.txt:1 
boardless	19525800.txt:1 
boisterous	19525800.txt:2 
boisterously	19525800.txt:1 
boles	19525800.txt:1 
bolt	19525800.txt:1 
born	19525800.txt:6 
borrowed	19525800.txt:2 
bosomed	19525800.txt:1 
bottles	19525800.txt:2 
bottom	19525800.txt:4 
bounce	19525800.txt:1 
bouncer	19525800.txt:1 
bounds	19525800.txt:3 
bouquets	19525800.txt:1 
bow	19525800.txt:10 
bower	19525800.txt:3 
bowing	19525800.txt:3 
bows	19525800.txt:1 
braided	19525800.txt:1 
brave	19525800.txt:1 
bravo	19525800.txt:2 
breakfasted	19525800.txt:3 
breakfasting	19525800.txt:1 
breast	19525800.txt:4 
breathes	19525800.txt:1 
breathless	19525800.txt:2 
breaths	19525800.txt:1 
bred	19525800.txt:7 
bribed	19525800.txt:1 
bribes	19525800.txt:1 
brick	19525800.txt:4 
bride	19525800.txt:13 
bridge	19525800.txt:5 
bridle	19525800.txt:3 
brighten	19525800.txt:1 
brightness	19525800.txt:1 
broader	19525800.txt:1 
brocade	19525800.txt:2 
broken	19525800.txt:18 
brooks	19525800.txt:1 
brotherofficer	19525800.txt:1 
brush	19525800.txt:5 
buckingham	19525800.txt:1 
buckled	19525800.txt:1 
buckles	19525800.txt:3 
burly	19525800.txt:1 
burthen	19525800.txt:2 
bustled	19525800.txt:1 
butchers	19525800.txt:1 
butterflies	19525800.txt:1 
cabbage	19525800.txt:1 
cabinets	19525800.txt:1 
calm	19525800.txt:7 
calmness	19525800.txt:1 
campaigners	19525800.txt:1 
campanulas	19525800.txt:1 
canvas	19525800.txt:1 
cap	19525800.txt:4 
capabilities	19525800.txt:1 
capitals	19525800.txt:1 
capping	19525800.txt:1 
caps	19525800.txt:5 
captive	19525800.txt:8 
career	19525800.txt:2 
careful	19525800.txt:5 
caress	19525800.txt:2 
carminster	19525800.txt:26 
carriers	19525800.txt:1 
carter	19525800.txt:2 
caryatides	19525800.txt:1 
cassock	19525800.txt:1 
castle	19525800.txt:3 
catastrophe	19525800.txt:2 
caught	19525800.txt:16 
cavalier	19525800.txt:2 
cease	19525800.txt:1 
centre	19525800.txt:6 
century	19525800.txt:7 
centurydl	19525800.txt:1 
ceremonious	19525800.txt:1 
chairback	19525800.txt:1 
chancel	19525800.txt:2 
chapter	19525800.txt:41 
charged	19525800.txt:5 
charges	19525800.txt:12 
charles	19525800.txt:1 
charm	19525800.txt:7 
charmer	19525800.txt:1 
chased	19525800.txt:1 
chattering	19525800.txt:2 
chatting	19525800.txt:1 
cheated	19525800.txt:2 
cheerfully	19525800.txt:3 
cheese	19525800.txt:3 
cherubtype	19525800.txt:1 
chetwynd	19525800.txt:1 
chi	19525800.txt:1 
chickens	19525800.txt:2 
childforgive	19525800.txt:1 
childish	19525800.txt:9 
childs	19525800.txt:10 
chime	19525800.txt:1 
chins	19525800.txt:1 
chintz	19525800.txt:3 
chloe	19525800.txt:1 
choir	19525800.txt:1 
choose	19525800.txt:7 
choosing	19525800.txt:3 
churches	19525800.txt:3 
churchwardens	19525800.txt:1 
cimmerian	19525800.txt:1 
circle	19525800.txt:1 
circular	19525800.txt:1 
citizens	19525800.txt:1 
claim	19525800.txt:3 
claiming	19525800.txt:1 
clapping	19525800.txt:1 
classic	19525800.txt:2 
classical	19525800.txt:2 
claws	19525800.txt:1 
clearly	19525800.txt:1 
cleped	19525800.txt:1 
clergy	19525800.txt:3 
clergymans	19525800.txt:1 
clever	19525800.txt:1 
cliffs	19525800.txt:1 
closely	19525800.txt:3 
cloth	19525800.txt:10 
coat	19525800.txt:21 
coats	19525800.txt:1 
cocytus	19525800.txt:1 
coffee	19525800.txt:9 
cold	19525800.txt:7 
colonel	19525800.txt:31 
colonial	19525800.txt:1 
comeliness	19525800.txt:1 
comformable	19525800.txt:1 
commandant	19525800.txt:1 
commanding	19525800.txt:4 
commandment	19525800.txt:1 
commencement	19525800.txt:1 
commended	19525800.txt:1 
communicative	19525800.txt:2 
communings	19525800.txt:1 
compact	19525800.txt:1 
companionship	19525800.txt:2 
comparing	19525800.txt:2 
compensate	19525800.txt:1 
completely	19525800.txt:4 
complexion	19525800.txt:10 
compliments	19525800.txt:7 
compose	19525800.txt:1 
compound	19525800.txt:1 
conceive	19525800.txt:1 
concerned	19525800.txt:4 
concluded	19525800.txt:3 
concludes	19525800.txt:1 
conclusion	19525800.txt:3 
conducting	19525800.txt:1 
confess	19525800.txt:7 
confidence	19525800.txt:11 
confidential	19525800.txt:1 
confinement	19525800.txt:2 
confirming	19525800.txt:2 
confusion	19525800.txt:3 
connection	19525800.txt:4 
conned	19525800.txt:3 
conqueror	19525800.txt:1 
conscientious	19525800.txt:2 
consistency	19525800.txt:1 
consolingly	19525800.txt:1 
conspicuous	19525800.txt:1 
constable	19525800.txt:6 
constant	19525800.txt:4 
containing	19525800.txt:3 
contemplate	19525800.txt:1 
contempt	19525800.txt:4 
content	19525800.txt:12 
continue	19525800.txt:3 
continuing	19525800.txt:1 
continuous	19525800.txt:1 
contour	19525800.txt:2 
contrive	19525800.txt:3 
conversations	19525800.txt:2 
converse	19525800.txt:3 
converted	19525800.txt:1 
convictions	19525800.txt:1 
convulse	19525800.txt:1 
coop	19525800.txt:3 
coops	19525800.txt:1 
copse	19525800.txt:1 
copy	19525800.txt:5 
coquette	19525800.txt:2 
corresponding	19525800.txt:1 
corrupting	19525800.txt:1 
costume	19525800.txt:3 
cottage	19525800.txt:2 
count	19525800.txt:1 
countess	19525800.txt:9 
countesss	19525800.txt:1 
countrified	19525800.txt:1 
country	19525800.txt:23 
couples	19525800.txt:1 
courtesy	19525800.txt:2 
courtyard	19525800.txt:2 
cowering	19525800.txt:1 
cowper	19525800.txt:1 
crazy	19525800.txt:1 
creamy	19525800.txt:3 
created	19525800.txt:1 
creditors	19525800.txt:1 
creeping	19525800.txt:1 
crew	19525800.txt:2 
crimson	19525800.txt:8 
criticisms	19525800.txt:1 
critics	19525800.txt:1 
crouched	19525800.txt:2 
crouching	19525800.txt:2 
crow	19525800.txt:1 
crown	19525800.txt:2 
crownpiece	19525800.txt:1 
cruelly	19525800.txt:6 
cuffed	19525800.txt:1 
cultivated	19525800.txt:2 
cup	19525800.txt:7 
cupboard	19525800.txt:4 
cupid	19525800.txt:12 
cups	19525800.txt:4 
curious	19525800.txt:7 
curiously	19525800.txt:3 
curl	19525800.txt:2 
curls	19525800.txt:2 
curtailed	19525800.txt:1 
curtain	19525800.txt:7 
curtainrod	19525800.txt:1 
curtains	19525800.txt:5 
curtsey	19525800.txt:12 
customers	19525800.txt:1 
cythereas	19525800.txt:3 
daddy	19525800.txt:1 
daffodil	19525800.txt:1 
dairymaid	19525800.txt:1 
daisy	19525800.txt:2 
danes	19525800.txt:2 
daniel	19525800.txt:2 
dapper	19525800.txt:1 
dark	19525800.txt:77 
darkened	19525800.txt:2 
dating	19525800.txt:1 
day	19525800.txt:84 
days	19525800.txt:44 
dead	19525800.txt:8 
dean	19525800.txt:9 
deans	19525800.txt:1 
dearly	19525800.txt:3 
death	19525800.txt:21 
deathliving	19525800.txt:1 
debates	19525800.txt:1 
debauched	19525800.txt:1 
deception	19525800.txt:5 
decide	19525800.txt:4 
decidedly	19525800.txt:2 
decision	19525800.txt:3 
declarations	19525800.txt:1 
decorations	19525800.txt:1 
deities	19525800.txt:1 
delicately	19525800.txt:1 
denial	19525800.txt:1 
departed	19525800.txt:7 
deprecated	19525800.txt:1 
deptford	19525800.txt:1 
deriving	19525800.txt:1 
descendants	19525800.txt:2 
described	19525800.txt:5 
descriptions	19525800.txt:2 
desire	19525800.txt:9 
desk	19525800.txt:1 
despairing	19525800.txt:2 
despight	19525800.txt:1 
destiny	19525800.txt:2 
destroy	19525800.txt:3 
destroyer	19525800.txt:2 
detecting	19525800.txt:1 
deviate	19525800.txt:1 
devilishly	19525800.txt:1 
devour	19525800.txt:1 
dexterity	19525800.txt:2 
diamonds	19525800.txt:2 
different	19525800.txt:8 
diffident	19525800.txt:1 
dimity	19525800.txt:2 
dimly	19525800.txt:3 
direction	19525800.txt:2 
disapproved	19525800.txt:1 
discarded	19525800.txt:1 
disconcerted	19525800.txt:1 
discovered	19525800.txt:7 
disguised	19525800.txt:3 
disinterred	19525800.txt:1 
dismantled	19525800.txt:1 
dispensed	19525800.txt:2 
display	19525800.txt:3 
displeased	19525800.txt:2 
displeasure	19525800.txt:6 
disquiet	19525800.txt:1 
disregard	19525800.txt:1 
distinctly	19525800.txt:1 
ditties	19525800.txt:1 
doctor	19525800.txt:8 
document	19525800.txt:2 
doorway	19525800.txt:3 
dotes	19525800.txt:2 
doublechinned	19525800.txt:1 
doubted	19525800.txt:2 
dragged	19525800.txt:3 
drank	19525800.txt:2 
drawback	19525800.txt:2 
drawing	19525800.txt:3 
dreaded	19525800.txt:4 
dreams	19525800.txt:4 
drifted	19525800.txt:2 
drive	19525800.txt:10 
drugged	19525800.txt:1 
drunk	19525800.txt:1 
ducks	19525800.txt:1 
due	19525800.txt:8 
dull	19525800.txt:6 
durance	19525800.txt:3 
dust	19525800.txt:7 
dutchtiled	19525800.txt:1 
echoed	19525800.txt:2 
echoes	19525800.txt:2 
echoing	19525800.txt:1 
ecstasies	19525800.txt:1 
edifice	19525800.txt:2 
edifying	19525800.txt:1 
edition	19525800.txt:2 
edward	19525800.txt:1 
effect	19525800.txt:7 
effeminate	19525800.txt:1 
effort	19525800.txt:6 
either	19525800.txt:20 
eldest	19525800.txt:11 
elected	19525800.txt:1 
elegant	19525800.txt:1 
element	19525800.txt:3 
elizabeth	19525800.txt:7 
elm	19525800.txt:2 
elocution	19525800.txt:1 
elsewhere	19525800.txt:1 
emancipated	19525800.txt:1 
embarrassing	19525800.txt:1 
emblem	19525800.txt:1 
embroil	19525800.txt:1 
employments	19525800.txt:1 
emulated	19525800.txt:1 
enamel	19525800.txt:2 
enclosure	19525800.txt:1 
encouraged	19525800.txt:4 
encouragements	19525800.txt:1 
endurance	19525800.txt:1 
engaging	19525800.txt:4 
english	19525800.txt:8 
enjoying	19525800.txt:5 
enjoyment	19525800.txt:4 
enlivenment	19525800.txt:1 
enough	19525800.txt:79 
ensuing	19525800.txt:8 
enterprising	19525800.txt:1 
enthroned	19525800.txt:1 
equalled	19525800.txt:2 
equip	19525800.txt:1 
equipment	19525800.txt:1 
erebus	19525800.txt:1 
errand	19525800.txt:1 
escort	19525800.txt:6 
especial	19525800.txt:2 
especially	19525800.txt:9 
esquire	19525800.txt:1 
establish	19525800.txt:2 
established	19525800.txt:2 
establishment	19525800.txt:2 
estate	19525800.txt:8 
estates	19525800.txt:6 
etageres	19525800.txt:1 
europe	19525800.txt:1 
everybody	19525800.txt:1 
evident	19525800.txt:8 
exact	19525800.txt:2 
exaggeration	19525800.txt:1 
exceeding	19525800.txt:1 
exchanged	19525800.txt:3 
exchanging	19525800.txt:4 
exclaimed	19525800.txt:40 
executor	19525800.txt:1 
exertions	19525800.txt:1 
exhausted	19525800.txt:5 
exonerating	19525800.txt:1 
expectedthis	19525800.txt:1 
experienced	19525800.txt:2 
